0,Address,Census Tract,PM2.5,Poverty,Traffic,Noise Pollution,Minimum Price,Minimum Beds,Minimum Baths,Sqft,Units,Latitude,Longitude,Distance to School,Distance to Hospital,Distance to Grocery Store,City,Home Type,SoundScore
663,"2318 35th Ave, Oakland, CA 94601",6001407101,9.137469973,50.7,348.9065206,31,3500,4,2,1246,1,37.78598,-122.2133,0.187654042,1.055709329,0.032932663,Oakland,SINGLE_FAMILY,69
664,"2364 E 16th St, Oakland, CA",6001406201,9.253196839,56.9,323.6236774,35,1950,2,1,758,2,37.784416,-122.23294,0.134216136,0.438066555,0.103147586,Oakland,MULTIUNIT,65
665,"1747 27th Ave, Oakland, CA 94601",6001406201,9.253196839,56.9,323.6236774,31,2150,2,1,1000,1,37.784073,-122.22865,0.182061703,0.357288325,0.170255654,Oakland,APARTMENT,69
666,"919 39th Ave 302, Oakland, CA 94601",6001406100,9.237722475,51.8,1806.677233,40,3675,3,3,1361,1,37.771896,-122.22127,0.144779443,1.00662102,0.311306871,Oakland,APARTMENT,60
667,"3229 Logan St B, Oakland, CA 94601",6001406500,9.209329519,50,636.2137641,30,1700,1,1,600,1,37.787205,-122.22046,0.16777017,0.971202873,0.263461304,Oakland,APARTMENT,70
668,"4517 Fairfax Ave, Oakland, CA 94601",6001407600,8.955274142,25.6,311.1284641,29,3000,3,1,1000,1,37.780327,-122.205605,0.488397606,1.140837156,0.101904844,Oakland,APARTMENT,71
669,"1707 36th Ave APT 202, Oakland, CA 94601",6001407200,9.109593523,55.9,500.2496981,31,1598,1,1,450,1,37.78001,-122.219604,0.357909696,0.994814971,0.091341537,Oakland,APARTMENT,69
670,"4423 San Carlos Ave, Oakland, CA 94601",6001407600,8.955274142,25.6,311.1284641,29,3050,2,1,900,1,37.77793,-122.20763,0.528786721,1.353346038,0.178954848,Oakland,SINGLE_FAMILY,71
671,"4222 Carrington St 2, Oakland, CA 94601",6001407102,9.011903062,42.2,325.1301786,32,2595,2,2,850,1,37.777187,-122.2099,0.365366148,1.473270641,0.337404453,Oakland,TOWNHOUSE,68
672,"1921 26th Ave, Oakland, CA",6001406201,9.253196839,56.9,323.6236774,32,1495,1,1,500,6,37.78505,-122.22887,0.301986306,0.532514947,0.094448392,Oakland,MULTIUNIT,68
673,"3435 Henrietta St, Oakland, CA 94601",6001406500,9.209329519,50,636.2137641,26,2500,2,1,800,1,37.788536,-122.21563,0.225557673,1.386278701,0.297636709,Oakland,SINGLE_FAMILY,74
674,"1446 Mitchell St, Oakland, CA 94601",6001406202,9.253196839,55.3,622.9669463,32,3000,3,1,1103,1,37.78098,-122.2299,0.157206863,0.098797989,0.126138313,Oakland,SINGLE_FAMILY,68
675,"3210 San Leandro St APT 8, Oakland, CA 94601",6001406100,9.237722475,51.8,1806.677233,36,1550,1,1,550,1,37.775345,-122.22652,0.200081462,0.572904062,0.408240747,Oakland,APARTMENT,64
676,"1469 33rd Ave, Oakland, CA 94601",6001407200,9.109593523,55.9,500.2496981,35,3400,4,3,1600,1,37.77826,-122.22459,0.167148799,0.493989945,0.13048791,Oakland,SINGLE_FAMILY,65
677,"2167 48th Ave APT B, Oakland, CA 94601",6001407600,8.955274142,25.6,311.1284641,29,2095,2,1,880,1,37.775753,-122.20582,0.162799202,1.577660969,0.16155646,Oakland,APARTMENT,71
678,"2366 E 21st St, Oakland, CA 94601",6001406201,9.253196839,56.9,323.6236774,27,3200,2,2,1277,1,37.7881,-122.23013,0.434338329,0.756208507,0.112468151,Oakland,SINGLE_FAMILY,73
679,"1616 35th Ave APT 23, Oakland, CA 94601",6001407200,9.109593523,55.9,500.2496981,31,1498,0,1,500,1,37.779285,-122.22057,0.225557673,0.798461735,0.085749198,Oakland,APARTMENT,69
680,"1654 25th Ave UNIT 8, Oakland, CA 94601",6001406201,9.253196839,56.9,323.6236774,32,1895,1,1,700,1,37.784138,-122.23077,0.146643556,0.417561312,0.060894358,Oakland,APARTMENT,68
681,"1826 Bridge Ave 1832, Oakland, CA 94601",6001407200,9.109593523,55.9,500.2496981,36,3000,3,3,1352,1,37.779827,-122.21827,0.347346389,0.991086745,0.073943149,Oakland,APARTMENT,64
682,"1929 26th Ave, Oakland, CA",6001406201,9.253196839,56.9,323.6236774,31,1495,0,1,450,4,37.785168,-122.22876,0.311928242,0.522573011,0.104390328,Oakland,MULTIUNIT,69
683,"4732 Congress Ave, Oakland, CA 94601",6001407600,8.955274142,25.6,311.1284641,24,3250,2,1,1651,1,37.778137,-122.20373,0.594030676,1.355831522,0.21747985,Oakland,SINGLE_FAMILY,76
684,"2440 25th Ave, Oakland, CA 94601",6001406300,9.328835389,43.7,402.0794095,26,1795,2,1,900,1,37.78947,-122.22612,0.157206863,1.065029894,0.489640348,Oakland,APARTMENT,74
685,"2368 E 22nd St, Oakland, CA 94601",6001406300,9.328835389,43.7,402.0794095,26,3550,2,2,1400,1,37.788754,-122.229294,0.34796776,0.814617381,0.150371782,Oakland,SINGLE_FAMILY,74
686,"2550 35th Ave, Oakland, CA 94601",6001407102,9.011903062,42.2,325.1301786,25,1550,1,1,750,1,37.787186,-122.21063,0.382764536,0.88856053,0.200081462,Oakland,APARTMENT,75
687,"1945 26th Ave, Oakland, CA",6001406201,9.253196839,56.9,323.6236774,30,1295,0,1,600,2,37.785393,-122.228546,0.331812114,0.507038736,0.140429846,Oakland,MULTIUNIT,70
688,"1783 28th Ave, Oakland, CA",6001406202,9.253196839,55.3,622.9669463,30,1700,0,1,500,2,37.7836,-122.22684,0.141672588,0.406376634,0.152235895,Oakland,MULTIUNIT,70
689,"2384 E 27th St, Oakland, CA 94601",6001406400,9.209329519,40.7,1755.741996,27,3000,3,1,1200,1,37.793003,-122.22454,0.14912904,0.807160929,0.37903631,Oakland,SINGLE_FAMILY,73
690,"4633 Fairfax Ave APT 1, Oakland, CA 94601",6001407600,8.955274142,25.6,311.1284641,26,2700,3,1,1000,1,37.779552,-122.20485,0.556127045,1.207945224,0.169634283,Oakland,APARTMENT,74
691,"2537 34th Ave A, Oakland, CA 94601",6001406500,9.209329519,50,636.2137641,28,2000,1,1,750,1,37.7879,-122.21689,0.163420573,1.250819823,0.319384694,Oakland,APARTMENT,72
692,"1435 45th Ave 1435, Oakland, CA 94601",6001407400,8.92464515,54.1,365.5385258,36,3100,3,2,1200,1,37.772316,-122.212685,0.299500822,1.262625872,0.191382268,Oakland,APARTMENT,64
693,"2524 25th Ave D, Oakland, CA 94601",6001406300,9.328835389,43.7,402.0794095,25,2700,2,1,1100,1,37.790108,-122.22506,0.088234682,0.996679084,0.451115346,Oakland,APARTMENT,75
694,"2133 34th Ave 1, Oakland, CA 94601",6001406500,9.209329519,50,636.2137641,28,2500,2,1,800,1,37.784466,-122.219505,0.344860905,0.902230692,0.139808475,Oakland,APARTMENT,72
695,"2744 E 11th St A01, Oakland, CA 94601",6001406100,9.237722475,51.8,1806.677233,34,5400,0,1,1413,1,37.778343,-122.23315,0.413211715,0.612050435,0.471620589,Oakland,APARTMENT,66
696,"1242 50th Ave, Oakland, CA 94601",6001407300,9.08286493,50.1,1658.41929,32,2950,2,1,1000,1,37.768093,-122.20975,0.339889937,1.76469364,0.112468151,Oakland,APARTMENT,68
697,"1437 48th Ave A & B, Oakland, CA 94601",6001407400,8.92464515,54.1,365.5385258,34,3400,3,2,1100,1,37.770847,-122.209366,0.259733078,1.452765398,0.351074615,Oakland,APARTMENT,66
698,"419 Peterson St 419, Oakland, CA 94601",6001406100,9.237722475,51.8,1806.677233,34,2104,1,1,1100,1,37.77282,-122.23354,0.52195164,0.726382699,0.934541984,Oakland,APARTMENT,66
699,"3530 Custer St B, Oakland, CA 94601",6001407101,9.137469973,50.7,348.9065206,28,2425,2,1,1054,1,37.785202,-122.21386,0.155964121,1.173148448,0.084506456,Oakland,APARTMENT,72
700,"2117 24th Ave, Oakland, CA 94601",6001406201,9.253196839,56.9,323.6236774,26,2950,3,2,1150,1,37.787903,-122.22956,0.349831873,0.735703264,0.188896784,Oakland,SINGLE_FAMILY,74
701,"2317 Fruitvale Ave 201, Oakland, CA 94601",6001406300,9.328835389,43.7,402.0794095,32,2130,2,1,800,1,37.78589,-122.22215,0.068972181,0.793490767,0.085127827,Oakland,APARTMENT,68
702,"1618 39th Ave, Oakland, CA 94601",6001407200,9.109593523,55.9,500.2496981,33,4000,4,2,1855,1,37.77597,-122.21734,0.681022616,0.946348033,0.433095587,Oakland,SINGLE_FAMILY,67
703,"1724 35th Ave APT 202, Oakland, CA 94601",6001407200,9.109593523,55.9,500.2496981,35,1530,1,1,500,1,37.781086,-122.219475,0.388356875,1.02526215,0.053437906,Oakland,APARTMENT,65
704,"5129 Foothill Blvd A, Oakland, CA 94601",6001407400,8.92464515,54.1,365.5385258,31,1595,2,1,600,1,37.77238,-122.203865,0.139187104,2.110175916,0.201945575,Oakland,APARTMENT,69
705,"2349 E 24th St, Oakland, CA 94601",6001406300,9.328835389,43.7,402.0794095,25,3275,2,3,1405,1,37.789974,-122.22856,0.216858479,0.951940372,0.222450818,Oakland,SINGLE_FAMILY,75
706,"2326 E 21st St, Oakland, CA",6001406201,9.253196839,56.9,323.6236774,29,1750,2,1,800,2,37.788525,-122.23084,0.38525002,0.804675445,0.064001213,Oakland,MULTIUNIT,71
707,"5477 Bancroft Ave APT 1, Oakland, CA 94601",6001407500,8.831343231,69.2,571.6847921,29,1295,0,1,320,1,37.771477,-122.198204,0.216858479,1.966639215,0.173362509,Oakland,APARTMENT,71
708,"3220 Elmwood Ave, Oakland, CA 94601",6001406100,9.237722475,51.8,1806.677233,39,3199,3,2,926,1,37.77232,-122.2276,0.265946788,0.78914117,0.361637922,Oakland,SINGLE_FAMILY,61
709,"2437 Foothill Blvd, Oakland, CA 94601",6001406201,9.253196839,56.9,323.6236774,32,2500,3,2,1100,1,37.784477,-122.23159,0.247927029,0.519466156,0.076428633,Oakland,APARTMENT,68
710,"2436 Harrington Ave, Oakland, CA 94601",6001407101,9.137469973,50.7,348.9065206,23,2495,2,1,1100,1,37.785435,-122.2109,0.427503248,0.991708116,0.293287112,Oakland,SINGLE_FAMILY,77
711,"1630 46th Ave B, Oakland, CA 94601",6001407400,8.92464515,54.1,365.5385258,34,1350,1,1,460,1,37.77219,-122.21029,0.125516942,1.383171846,0.175847993,Oakland,APARTMENT,66
712,"1928 36th Ave, Oakland, CA 94601",6001407101,9.137469973,50.7,348.9065206,32,1995,2,1,800,1,37.78104,-122.21805,0.411347602,1.037068199,0.050331051,Oakland,APARTMENT,68
713,"2919 Glascock St, Oakland, CA 94601",6001406100,9.237722475,51.8,1806.677233,33,3850,3,3,1993,1,37.771843,-122.23375,0.621992371,0.823937946,1.034582715,Oakland,TOWNHOUSE,67
714,"2733 25th Ave, Oakland, CA 94601",6001406400,9.209329519,40.7,1755.741996,28,3500,2,1,900,1,37.79304,-122.22389,0.22369356,0.875511739,0.36660889,Oakland,SINGLE_FAMILY,72
715,"2448 Foothill Blvd 2, Oakland, CA 94601",6001406201,9.253196839,56.9,323.6236774,31,1700,1,1,600,1,37.784878,-122.230896,0.198217349,0.469135105,0.047224196,Oakland,APARTMENT,69
716,"2911 E 16th St APT 2, Oakland, CA 94601",6001406202,9.253196839,55.3,622.9669463,31,1400,0,1,450,1,37.78004,-122.22661,0.264704046,0.365366148,0.136080249,Oakland,APARTMENT,69
717,"5416 Foothill Blvd T5420, Oakland, CA 94601",6001407600,8.955274142,25.6,311.1284641,29,1950,2,1,700,1,37.772793,-122.19804,0.286452031,1.935570665,0.089477424,Oakland,APARTMENT,71
718,"2431 Renwick St APT B, Oakland, CA 94601",6001407600,8.955274142,25.6,311.1284641,24,2350,2,1,950,1,37.77806,-122.20226,0.315035097,1.401191605,0.362880664,Oakland,APARTMENT,76
719,"2394 E 22nd St, Oakland, CA 94601",6001406300,9.328835389,43.7,402.0794095,26,2550,3,1,1250,1,37.78846,-122.228905,0.296393967,0.78914117,0.24233469,Oakland,SINGLE_FAMILY,74
720,"1785 28th Ave, Oakland, CA 94601",6001406202,9.253196839,55.3,622.9669463,31,1700,0,1,300,1,37.783398,-122.22646,0.13670162,0.401405666,0.142293959,Oakland,TOWNHOUSE,69
721,"3020 E 18th St, Oakland, CA",6001406202,9.253196839,55.3,622.9669463,31,1899,1,1,640,4,37.782516,-122.2243,0.017398388,0.674187535,0.085127827,Oakland,MULTIUNIT,69
722,"1508 27th Ave APT 24, Oakland, CA 94601",6001406202,9.253196839,55.3,622.9669463,31,2295,2,1,850,1,37.781548,-122.230225,0.070214923,0.280238321,0.152235895,Oakland,APARTMENT,69
723,"2373 Foothill Blvd APT B, Oakland, CA 94601",6001406201,9.253196839,56.9,323.6236774,35,3100,3,2,1100,1,37.784588,-122.23274,0.150371782,0.45360083,0.164041944,Oakland,APARTMENT,65
724,"1435 48th Ave B, Oakland, CA 94601",6001407400,8.92464515,54.1,365.5385258,36,3300,3,2,1100,1,37.770756,-122.209435,0.26718953,1.445308946,0.357909696,Oakland,APARTMENT,64
725,"1708 36th Ave, Oakland, CA 94601",6001407200,9.109593523,55.9,500.2496981,32,2600,2,1,927,1,37.77985,-122.21906,0.354802841,0.991708116,0.088234682,Oakland,APARTMENT,68
726,"1435 45th Ave, Oakland, CA 94601",6001407400,8.92464515,54.1,365.5385258,36,3100,3,2,1000,1,37.77231,-122.21267,0.297015338,1.260761759,0.189518155,Oakland,APARTMENT,64
727,"2531 & 2539 E 16th St 2543-2, Oakland, CA 94601",6001406202,9.253196839,55.3,622.9669463,31,1695,1,1,443,1,37.780262,-122.22625,0.253519368,0.376550826,0.124895571,Oakland,APARTMENT,69
728,"3477 Paxton Ave 2, Oakland, CA 94601",6001406500,9.209329519,50,636.2137641,28,3600,3,1,1200,1,37.785755,-122.2156,0.146022185,1.388142814,0.056544761,Oakland,APARTMENT,72
729,"1948 25thave, Oakland, CA 94601",6001406201,9.253196839,56.9,323.6236774,30,2499,2,1,998,1,37.785507,-122.22896,0.297015338,0.567933094,0.089477424,Oakland,SINGLE_FAMILY,70
730,"4060 Lyon Ave, Oakland, CA 94601",6001407102,9.011903062,42.2,325.1301786,26,1950,1,1,700,1,37.782375,-122.20632,0.803432703,1.017805698,0.193867752,Oakland,TOWNHOUSE,74
731,"1306 53rd Ave, Oakland, CA 94601",6001407300,9.08286493,50.1,1658.41929,29,2950,2,1,825,1,37.766945,-122.206985,0.021126614,1.643526295,0.122410087,Oakland,SINGLE_FAMILY,71
732,"5425 Holland St APT 4, Oakland, CA 94601",6001407400,8.92464515,54.1,365.5385258,28,2400,2,1,1000,1,37.768547,-122.20427,0.352938728,1.877161791,0.185168558,Oakland,APARTMENT,72
733,"2346 Fruitvale Ave 13, Oakland, CA 94601",6001406500,9.209329519,50,636.2137641,30,2600,2,1,850,1,37.78621,-122.221344,0.280238321,0.828287543,0.120545974,Oakland,APARTMENT,70
734,"3935 Wattling St, Oakland, CA 94601",6001406100,9.237722475,51.8,1806.677233,40,3650,3,3,1278,1,37.771038,-122.221054,0.19883872,1.390006927,0.384007278,Oakland,TOWNHOUSE,60
735,"2232 Coolidge Ave 1, Oakland, CA 94601",6001406500,9.209329519,50,636.2137641,29,3650,3,2,1428,1,37.784294,-122.22014,0.170877025,0.822695204,0.129245168,Oakland,APARTMENT,71
736,"1437 31st Ave, Oakland, CA 94601",6001406202,9.253196839,55.3,622.9669463,35,2300,2,1,900,1,37.778725,-122.22653,0.402027037,0.406998005,0.08699194,Oakland,TOWNHOUSE,65
737,"2727 E 17th St L, Oakland, CA 94601",6001406202,9.253196839,55.3,622.9669463,28,2390,2,1,775,1,37.78264,-122.22889,0.114953635,0.325598404,0.197595978,Oakland,APARTMENT,72
738,"3530 San Leandro St, Oakland, CA 94601",6001406100,9.237722475,51.8,1806.677233,39,1999,1,1,889,1,37.77384,-122.22333,0.20505243,0.800325848,0.239227835,Oakland,MULTI_FAMILY,61
739,"2716 Fruitvale Ave APT C, Oakland, CA 94601",6001406500,9.209329519,50,636.2137641,30,3200,4,1,800,1,37.790844,-122.2196,0.269053643,1.101069412,0.034796776,Oakland,APARTMENT,70
740,"2049 Austin St, Oakland, CA 94601",6001406202,9.253196839,55.3,622.9669463,29,2495,2,1,700,1,37.78496,-122.22446,0.15534275,0.585331482,0.171498396,Oakland,TOWNHOUSE,71
741,"2600 E 20th St A, Oakland, CA 94601",6001406201,9.253196839,56.9,323.6236774,29,3500,3,1,1300,1,37.78545,-122.22794,0.330569372,0.505795994,0.171498396,Oakland,SINGLE_FAMILY,71
742,"4633 Fairfax Ave 4, Oakland, CA 94601",6001407600,8.955274142,25.6,311.1284641,26,2850,3,1,924,1,37.779556,-122.204865,0.555505674,1.207323853,0.169012912,Oakland,APARTMENT,74
743,"2112 35th Ave 1, Oakland, CA 94601",6001407101,9.137469973,50.7,348.9065206,31,2500,2,1,780,1,37.78425,-122.21621,0.011806049,1.230935951,0.101283473,Oakland,APARTMENT,69
744,"2925 E 19th St, Oakland, CA",6001406202,9.253196839,55.3,622.9669463,30,1799,2,1,550,2,37.783134,-122.22498,0.185789929,0.785412944,0.196353236,Oakland,MULTIUNIT,70
745,"5452 Bancroft Ave 305, Oakland, CA 94601",6001407500,8.831343231,69.2,571.6847921,31,1395,1,1,496,1,37.772038,-122.199066,0.165906057,2.011377927,0.123652829,Oakland,APARTMENT,69
746,"2524 25th Ave B, Oakland, CA 94601",6001406300,9.328835389,43.7,402.0794095,25,2100,2,1,950,1,37.790154,-122.22513,0.088234682,0.996057713,0.451115346,Oakland,APARTMENT,75
747,"1519 48th Ave, Oakland, CA 94601",6001407400,8.92464515,54.1,365.5385258,33,2950,3,1,1304,1,37.771427,-122.20891,0.203809688,1.499989594,0.303850419,Oakland,SINGLE_FAMILY,67
748,"1789 28th Ave, Oakland, CA 94601",6001406202,9.253196839,55.3,622.9669463,31,2150,1,1,650,1,37.783302,-122.226555,0.128002426,0.392706472,0.150993153,Oakland,TOWNHOUSE,69
749,"1732 27th Ave APT 209, Oakland, CA 94601",6001406202,9.253196839,55.3,622.9669463,29,1998,2,1,950,1,37.783432,-122.22824,0.124895571,0.33554034,0.141051217,Oakland,APARTMENT,71
750,"2308 Foothill Blvd APT 12, Oakland, CA 94601",6001406201,9.253196839,56.9,323.6236774,34,1295,0,1,292,1,37.7852,-122.2336,0.220586705,0.530029463,0.059651616,Oakland,APARTMENT,66
751,"3080 E 15th St APT 37, Oakland, CA 94601",6001406202,9.253196839,55.3,622.9669463,33,1299,1,1,500,1,37.779366,-122.22612,0.381521794,0.370958487,0.066486697,Oakland,APARTMENT,67
752,"2615 Prentiss Pl, Oakland, CA 94601",6001406500,9.209329519,50,636.2137641,29,2729,2,1,1032,1,37.789074,-122.219955,0.095069763,1.184333126,0.208780656,Oakland,SINGLE_FAMILY,71
753,"2200 48th Ave, Oakland, CA 94601",6001407600,8.955274142,25.6,311.1284641,27,2375,2,1,900,1,37.776054,-122.204765,0.1864113,1.515523869,0.184547187,Oakland,APARTMENT,73
754,"1772 27th Ave 1774, Oakland, CA 94601",6001406202,9.253196839,55.3,622.9669463,31,2545,3,2,860,1,37.783737,-122.22795,0.393949214,0.361637922,0.114332264,Oakland,APARTMENT,69
755,"1218 Miller Ave, Oakland, CA",6001406100,9.237722475,51.8,1806.677233,38,2225,1,1,685,3,37.782085,-122.235016,0.131730652,0.679158503,0.159692347,Oakland,MULTIUNIT,62
756,"2300 High St, Oakland, CA",6001407600,8.955274142,25.6,311.1284641,30,2350,3,1,956,3,37.779655,-122.20637,0.493368574,1.202974256,0.028583066,Oakland,MULTIUNIT,70
757,"3524 Foothill Blvd, Oakland, CA",6001407101,9.137469973,50.7,348.9065206,34,1350,0,1,293,2,37.781925,-122.21882,0.223072189,1.039553683,0.085127827,Oakland,MULTIUNIT,66
758,"3525 Dimond Ave, Oakland, CA 94602",6001404800,9.1634663,21.8,259.0766555,32,2000,1,1,650,1,37.801422,-122.21739,0.278995579,0.958154082,0.271539127,Oakland,APARTMENT,68
759,"3600 Dimond Ave, Oakland, CA",6001404800,9.1634663,21.8,259.0766555,33,1595,1,1,600,3,37.802143,-122.21631,0.339268566,1.018427069,0.331812114,Oakland,MULTIUNIT,67
760,"3555 Lincoln Ave, Oakland, CA 94602",6001404800,9.1634663,21.8,259.0766555,32,1850,1,1,450,1,37.80101,-122.21377,0.165284686,1.191789578,0.23612098,Oakland,APARTMENT,68
761,"3720 Fruitvale Ave 14, Oakland, CA 94602",6001404800,9.1634663,21.8,259.0766555,31,2587,2,1,828,1,37.80303,-122.21473,0.039767744,1.16817748,0.131730652,Oakland,APARTMENT,69
762,"1459 Macarthur Blvd APT 47, Oakland, CA 94602",6001404900,9.271229976,11.4,1621.378386,38,1995,2,2,800,1,37.801067,-122.2272,0.342996792,0.339268566,0.411968973,Oakland,APARTMENT,62
763,"2827 Carmel St APT C, Oakland, CA 94602",6001406700,9.077659054,19.8,453.9058383,25,2700,3,1,943,1,37.801582,-122.20471,0.257247594,0.981144809,0.462300024,Oakland,APARTMENT,75
764,"3410 Maple Ave APT 4, Oakland, CA 94602",6001406601,9.124747969,46.1,1994.987397,36,1980,1,1,720,1,37.79531,-122.206696,0.462921395,0.700285117,0.210023398,Oakland,APARTMENT,64
765,"3201 Curran Ave, Oakland, CA 94602",6001406601,9.124747969,46.1,1994.987397,32,1850,1,1,725,1,37.793858,-122.21019,0.254140739,0.844443189,0.070214923,Oakland,APARTMENT,68
766,"1059 El Centro Ave APT 4, Oakland, CA 94602",6001405000,9.284094792,8.8,1813.727192,22,4400,3,2,1516,1,37.810944,-122.21998,0.085127827,1.245227484,0.624477855,Oakland,APARTMENT,78
767,"2000 Damuth St APT 5, Oakland, CA 94602",6001404800,9.1634663,21.8,259.0766555,34,2500,2,2,1000,1,37.802914,-122.214966,0.028583066,1.156992802,0.119924603,Oakland,APARTMENT,66
768,"3114 Coolidge Ave, Oakland, CA 94602",6001406601,9.124747969,46.1,1994.987397,29,2997,3,2,1560,1,37.79296,-122.2137,0.219343963,1.232800064,0.109982667,Oakland,SINGLE_FAMILY,71
769,"3000 Nicol Ave A, Oakland, CA 94602",6001406602,9.209329519,45.5,1498.502438,30,2495,2,2,1000,1,37.793285,-122.21482,0.100662102,1.316685149,0.135458878,Oakland,APARTMENT,70
770,"2630 Macarthur Blvd APT C, Oakland, CA 94602",6001406700,9.077659054,19.8,453.9058383,32,1575,1,1,600,1,37.799004,-122.21002,0.078914117,0.838229479,0.29825808,Oakland,APARTMENT,68
771,"3256 Nicol Ave APT 6, Oakland, CA 94602",6001406601,9.124747969,46.1,1994.987397,29,1425,1,1,592,1,37.79159,-122.21161,0.411968973,0.991086745,0.228043157,Oakland,APARTMENT,71
772,"3063 Macarthur Blvd, Oakland, CA 94602",6001406700,9.077659054,19.8,453.9058383,32,2495,2,1,1300,1,37.796387,-122.20358,0.241091948,0.427503248,0.0621371,Oakland,APARTMENT,68
773,"3007 Sheffield Ave, Oakland, CA 94602",6001406400,9.209329519,40.7,1755.741996,30,3750,2,1,988,1,37.795914,-122.22157,0.301364935,0.979902067,0.65243955,Oakland,SINGLE_FAMILY,70
774,"2448 Damuth St APT B, Oakland, CA 94602",6001406700,9.077659054,19.8,453.9058383,29,2495,2,2,1200,1,37.801273,-122.211044,0.133594765,1.089884734,0.271539127,Oakland,APARTMENT,71
775,"1777 Sausal St 2, Oakland, CA 94602",6001406400,9.209329519,40.7,1755.741996,35,2450,2,1,900,1,37.79831,-122.22048,0.106254441,0.895395611,0.706498827,Oakland,APARTMENT,65
776,"1028 Hollywood Ave 1028, Oakland, CA 94602",6001405000,9.284094792,8.8,1813.727192,22,3600,2,2,916,1,37.812557,-122.21766,0.501446397,1.810053723,0.848792786,Oakland,APARTMENT,78
777,"3607-3609 Maple Ave 1, Oakland, CA 94602",6001406700,9.077659054,19.8,453.9058383,30,2800,3,2,1050,1,37.797657,-122.20503,0.331190743,0.542456883,0.002485484,Oakland,APARTMENT,70
778,"2946 Brookdale Ave UNIT B, Oakland, CA 94602",6001406602,9.209329519,45.5,1498.502438,29,2750,3,1,1240,1,37.79259,-122.215775,0.336783082,1.505581933,0.083263714,Oakland,APARTMENT,71
779,"2901 School St APT A, Oakland, CA 94602",6001406602,9.209329519,45.5,1498.502438,32,2184,1,1,550,1,37.795357,-122.21474,0.073943149,1.314821036,0.20505243,Oakland,APARTMENT,68
780,"2901 School St APT C, Oakland, CA 94602",6001406602,9.209329519,45.5,1498.502438,32,2184,1,1,550,1,37.79536,-122.21475,0.073943149,1.315442407,0.205673801,Oakland,APARTMENT,68
781,"3112 14th Ave 103, Oakland, CA 94602",6001405700,9.409199301,41.4,1243.038339,33,1550,1,1,650,1,37.799095,-122.22874,0.618264145,0.182061703,0.25476211,Oakland,APARTMENT,67
782,"4407 Edgewood Ave 6, Oakland, CA 94602",6001405000,9.284094792,8.8,1813.727192,26,2250,1,1,640,1,37.80889,-122.221,0.210644769,0.97555247,0.653060921,Oakland,APARTMENT,74
783,"3205 Brookdale Ave, Oakland, CA 94602",6001406500,9.209329519,50,636.2137641,27,2400,2,1,1000,1,37.7908,-122.21351,0.356666954,1.080564169,0.103147586,Oakland,APARTMENT,73
784,"3225 Beaumont Ave, Oakland, CA",6001405700,9.409199301,41.4,1243.038339,34,1550,1,1,650,2,37.8002,-122.2293,0.624477855,0.152857266,0.225557673,Oakland,MULTIUNIT,66
785,"1419 E 32nd St, Oakland, CA 94602",6001405700,9.409199301,41.4,1243.038339,32,3700,2,2,1135,1,37.79967,-122.23072,0.513873817,0.192003639,0.264704046,Oakland,SINGLE_FAMILY,68
786,"2883 Georgia St, Oakland, CA 94602",6001406601,9.124747969,46.1,1994.987397,32,2200,2,1,785,1,37.79751,-122.20766,0.22369356,0.718926247,0.199460091,Oakland,APARTMENT,68
787,"1473 Macarthur Blvd A, Oakland, CA 94602",6001404900,9.271229976,11.4,1621.378386,38,1850,2,1,850,1,37.800945,-122.22672,0.370337116,0.36660889,0.452979459,Oakland,APARTMENT,62
788,"3123 Coolidge Ave A, Oakland, CA 94602",6001406602,9.209329519,45.5,1498.502438,30,3600,4,2,1200,1,37.79335,-122.21417,0.229285899,1.222858128,0.119924603,Oakland,APARTMENT,70
789,"3290 Delaware St 2, Oakland, CA 94602",6001406601,9.124747969,46.1,1994.987397,35,1650,1,1,500,1,37.793575,-122.20345,0.260354449,0.395191956,0.202566946,Oakland,APARTMENT,65
790,"3903 Rhoda Ave 2, Oakland, CA 94602",6001406700,9.077659054,19.8,453.9058383,22,2300,2,1,1000,1,37.802986,-122.20597,0.293287112,1.112875461,0.572904062,Oakland,APARTMENT,78
791,"3839 Park Blvd APT 1, Oakland, CA 94602",6001405000,9.284094792,8.8,1813.727192,30,2600,1,1,738,1,37.80526,-122.227646,0.148507669,0.672944793,1.156992802,Oakland,APARTMENT,70
792,"2708 Macarthur Blvd B, Oakland, CA 94602",6001406700,9.077659054,19.8,453.9058383,34,2100,1,1,700,1,37.79878,-122.20939,0.116817748,0.800325848,0.260354449,Oakland,APARTMENT,66
793,"3333 Brunell Dr, Oakland, CA 94602",6001408000,8.845759139,7.3,548.6532057,24,6000,3,3,2500,1,37.80543,-122.18592,1.012213359,2.862034826,1.962910989,Oakland,SINGLE_FAMILY,76
794,"2662 Hickory St, Oakland, CA 94602",6001406400,9.209329519,40.7,1755.741996,31,3499,3,2,1600,1,37.794193,-122.21897,0.61515729,1.298044019,0.200702833,Oakland,SINGLE_FAMILY,69
795,"3711 Fruitvale Ave 10, Oakland, CA 94602",6001404800,9.1634663,21.8,259.0766555,34,1795,1,1,620,1,37.80305,-122.21544,0.440552039,1.157614173,0.121167345,Oakland,APARTMENT,66
